,rsi,k,d,wr,cci,adx,acc_5,acc_10,acc_20,acc_60,acc_120,vpt,beta,y_10,y_20,y_40,y_60
2007-05-07,77.75453810027713,92.6571543916174,82.19777602177336,-9.801488833746877,206.37187964160773,42.14957235809509,0.9463995988082244,0.9049853891791376,0.9532704461255876,0.933393252656245,0.7860087445346658,18920.53520660678,1.561692,1,1,1,1
2007-05-08,78.24366878456041,92.46604086804422,83.6418146821358,-6.848635235731991,149.26994786782373,44.18680448285535,0.957613359619622,0.9248595505617976,0.9643535381837426,0.905429127700999,0.7957578046324271,18943.9840191438,1.585782,0,1,1,1
2007-05-09,69.19919638933068,90.5177756195562,84.90523709052994,-23.52357320099254,102.23207686622295,45.16431110372202,0.9965179224579372,0.9629055805500104,0.9912017851450432,0.9252747969601096,0.8174970094726973,18703.311073938323,1.603636,1,1,1,1
2007-05-10,72.00259036740331,90.3068575054123,86.17809901185544,-9.801488833746877,99.70766280537478,46.07199582309821,0.9812363301484976,0.9440975666686116,0.9636447307869306,0.9184884245824468,0.8024631653609311,18858.289815057327,1.614601,1,1,1,1
2007-05-11,72.38061014600355,91.2028141204352,87.47681136983898,-7.841191066997514,88.96538547692109,47.01650749901041,1.0501311654991496,0.94311667695564,0.9476215432993188,0.9123596951082236,0.8130798379720371,18872.32934330333,1.591913,1,1,1,1
2007-05-14,76.89832650722336,93.32728380190176,89.01490182300293,-0.4148516905206741,117.93697956788075,48.56806861822928,1.038070214669052,0.9118608418838644,0.9098297897402674,0.8954700560373166,0.7586614050896436,19421.4835153325,1.587799,0,1,1,1
2007-05-15,68.72319058113429,91.7280305349447,90.1507356611276,-15.99253266957064,91.47710406011711,50.00880394321822,1.0528747288656015,0.9603698427005496,0.9335958800363526,0.9411501024590164,0.7836463098627595,19179.8392285324,1.616375,1,1,1,1
2007-05-16,64.90307153277229,89.40670586894367,90.70886124709028,-25.00536135535068,58.08433032309725,50.17605728999238,1.0116517393379567,1.0087378928349278,0.9315118956254796,0.9447497830488863,0.816135023296732,19028.09381133897,1.619271,1,1,1,1
2007-05-17,63.235689404482606,87.13722986477039,90.89309458506172,-28.822646365001056,45.756902130745054,50.217312788558665,1.0473504610959137,1.0058113808666922,0.9567285418661396,0.9232497672776296,0.8323480419374857,18972.64176980904,1.601882,1,1,1,1
2007-05-18,64.41426834731172,84.73791711803719,90.34878096936625,-24.56905956796861,41.549568304042,50.25562146579879,1.0122954156827622,1.080276385635064,0.9165831587258204,0.894934692577254,0.8208014407924359,19046.43330747673,1.601376,1,1,1,1
2007-05-21,65.15853346580884,83.4241259038962,89.42547812059414,-22.939400975156765,61.22314572109757,50.59937548771028,1.0571566316691663,1.0891867319705546,0.915114613180516,0.8809689017851512,0.8194945848375451,19089.25042057996,1.61808,1,1,1,1
2007-05-22,68.70791860160773,83.42164451431803,88.52103848522151,-6.873449131513671,125.69615069615054,51.31647822671156,0.994812136456532,1.0593503769627572,0.921140059450953,0.8810664700823196,0.8065869002096954,19345.35741690329,1.560955,1,1,1,1
2007-05-23,65.95257954226045,83.9446082064625,87.86372174391212,-18.293936279547808,132.7875118183102,52.23859801427024,0.998952091786012,1.0190045248868778,0.9517050474115084,0.9028642590286426,0.8172702830934684,19255.209403760266,1.553723,1,1,1,1
2007-05-24,71.45533653744118,84.75013286348882,87.30804927971978,-1.746242263483626,204.88396059194585,53.47402366507629,0.943307288330985,1.01345340428435,0.917124879541976,0.8788288694502061,0.7661599233899928,20147.119720931245,1.542482,1,0,1,1
2007-05-25,72.75604651873493,85.2923328809428,86.71700115577055,-2.419190892457812,194.6116467804722,54.81880986503455,0.9439813524538244,1.011773642233194,0.9093279668943623,0.8460531794658258,0.7768068450755505,20277.26557258765,1.517908,0,0,1,1
2007-05-28,67.3674530250783,83.74683532600933,85.7589563081813,-15.869827239855374,140.89272534496314,56.10549387135085,0.9391952757481732,1.0882271850013785,0.9154515622770724,0.8385571022302052,0.8356164383561643,20113.66305589777,1.481814,1,0,1,1
2007-05-29,68.35512503981904,84.15990240678022,85.00214349536486,-11.861861861861865,119.94565954742464,57.300271877215984,0.9874778200253486,1.0266893810335036,0.9309732517827448,0.824752120415721,0.814108376848754,20190.413612030057,1.496494,1,0,1,1
2007-05-30,68.52016415677038,85.48315956842615,84.6097888653131,-11.772789738891404,100.73764787752334,58.40970859694789,0.9822990740267048,0.9905416566754588,0.9631221719457012,0.7719004308281474,0.8113166075297515,20198.762043575058,1.531054,0,0,1,1
2007-05-31,69.20507112895523,87.35290998422089,84.63135687725817,-10.125142207053475,98.65047863646993,59.59028973658072,1.0475508010441723,0.976425976505529,0.9493790722281004,0.7786965412999023,0.8353080190336283,20249.42529644021,1.523805,0,0,1,1
2007-06-01,70.55383005801062,89.20597330606806,85.07816249606125,-6.0384263494968495,99.78340207103236,60.76789220240245,1.0513532619672794,0.9506289388411197,1.0065764023210833,0.7685141785797983,0.8369859092210312,20369.215646341,1.596979,0,0,1,1
2007-06-04,71.21731762891172,90.92382960957734,85.82813286662936,-5.760837940063978,98.96288830729743,61.94110382586424,1.0138833199679231,0.945297939857956,1.0189590364090322,0.7862841228859041,0.8444585180493983,20410.088233213588,1.587364,0,0,1,1
2007-06-05,65.40491884721331,89.31265837492539,86.4172342526901,-22.98516147803318,55.66576149151626,61.25539143269117,1.0227119406341354,0.9929396171590243,1.037271390114617,0.7842942636111518,0.8789870171501843,20160.34304704715,1.585483,0,0,1,1
2007-06-06,64.66358918606647,88.39292198073528,86.86206563011737,-27.49130022144892,34.68877442079164,59.58630883370663,1.0338568583457284,0.9979211059716232,1.000527587260156,0.7783412018418138,0.8985789371228342,20132.9304892472,1.58508,0,0,1,1
2007-06-07,66.07757871896784,86.60591868475481,87.04764421224397,-19.616275223288152,34.77305407091893,58.03644642036385,1.0028635216462822,1.041235277657653,1.0189590364090322,0.8203538529024711,0.8783911723417452,20239.805306016475,1.572726,0,0,1,1
2007-06-08,63.40681131363519,83.87588154965039,86.90599907911474,-29.71956224350206,8.050598480197218,56.59728846511698,1.0162520890352895,1.0646315897121237,1.0407701967350351,0.8173438842950713,0.8806554331962319,20171.39743792275,1.579439,0,1,1,1
2007-06-11,64.06054779296191,82.89446482083154,86.82076202859696,-25.68399452804376,19.467293380336628,55.428591115821646,1.0357974174895257,1.003447506138545,1.095415186500888,0.8410999408633942,0.8555914673561734,20202.68767538977,1.577041,0,1,1,1
2007-06-12,58.19878979882661,79.35082884559503,86.33985467247844,-47.29822161422706,-171.2520664752449,52.45857826508185,1.0166262556286805,1.0512636120813643,1.0737252905743615,0.8544103313840155,0.8441473325468607,19946.098868549507,1.560993,0,1,1,1
2007-06-13,53.37499226442666,73.77024188241167,85.168562903877,-67.57865937072505,-283.8530106049398,48.920441751586885,1.026791089704997,1.0806893643933804,1.0766557585937273,0.8676447780638359,0.8603874415497663,19695.815538557526,1.58621,1,1,1,1
2007-06-14,57.34733489778876,69.99487731523823,83.43275963697873,-47.87878787878794,-132.10378296807107,45.47765391985126,1.020391095806174,1.0761138452725048,1.0378241262683203,0.8441476019220889,0.8626379054832868,20026.3266186753,1.603324,0,1,1,1
2007-06-15,61.44419818593123,68.28952991903526,81.34111529827547,-23.09190031152649,18.48864115774589,43.29794789179277,0.9810886603868556,1.0657082624266592,1.039738795557292,0.8413683560314146,0.8586791047193341,20423.573017234725,1.637841,0,1,1,1
2007-06-20,57.75375121012063,64.51051167222533,78.69978350454026,-43.55102040816322,-56.10891957045882,40.45944220417013,0.9942760536167128,1.0829768156782371,1.05438507781336,0.8786930208985482,0.8704061895551258,20055.24151593302,1.451992,0,1,1,1
2007-06-21,52.879976579097786,58.71882993691776,75.64040066073952,-80.90197883110902,-136.20035129468937,37.7725592431163,0.9945665719555355,1.0521060043528356,1.1010429326474662,0.908651048843975,0.873322203672788,19504.36436969264,1.389058,1,1,1,1
2007-06-22,55.047047296443175,54.92585967524051,72.29369443019003,-65.42100283822134,-101.96721123924624,35.553156434990754,0.9579395318917314,1.04543713125431,1.0634432721331448,0.888253528756734,0.876990156569994,19639.676215225663,1.365165,1,1,1,1
2007-06-23,52.758578091137935,48.755982940237246,68.50870085573828,-81.31504257332077,-89.31724013691209,33.41317243106655,0.9907329401853412,1.0349782944962826,1.1435116636401732,0.9058172591935928,0.8669490964453564,19582.85664826496,1.375019,1,1,1,1
2007-06-25,56.251372839506864,46.496151085117255,64.77072780928496,-52.31788079470203,-0.2468432545341992,31.46313142940943,1.0193881312200517,0.9971254567600488,1.1481113868210644,0.8652206432311144,0.8614420471978327,19871.66914826496,1.405406,1,1,1,1
2007-06-26,55.41416406329518,43.26984855116665,60.80826618231847,-57.947019867549706,10.2007062715116,29.65237907072782,0.9961173637391262,1.0205508317013312,1.1191391662747918,0.8928528383753164,0.8560861453867051,19847.273824719552,1.399706,1,1,1,1
2007-06-27,54.28497462944439,41.45757042876723,57.01894034063569,-65.42100283822134,-34.45015081111982,27.745176759470613,0.9812048917401764,0.9872828937602058,1.1224394658184111,0.9036626839618382,0.8680725846002942,19816.95448110941,1.418628,1,1,1,1
2007-06-28,54.53188100623303,41.862550840768776,53.82817123647139,-63.528855250709626,-2.1956634127066663,25.80888722932637,1.014053010088689,0.9560708200607452,1.1077795786061588,0.8936144614551689,0.8627029841517786,19824.422404124645,1.433939,1,1,1,1
2007-06-29,56.01356917928515,41.418641549177366,50.97054765986531,-52.31788079470203,51.94359966823211,24.40662544633025,0.9754108550259816,0.9777951677589748,1.1086192558414036,0.9061256015685342,0.8749430078811959,19918.43050736594,1.429742,1,1,1,1
2007-07-02,56.2604666423843,38.68052789064222,48.009647457026006,-50.47303689687793,67.34620133096273,23.104525219262417,0.9865398683247988,1.0057458724270856,1.0903279455329764,0.9058749962778788,0.8681053592384927,19923.67060821126,1.426433,1,1,1,1
2007-07-03,57.2829770948504,39.595237988072576,45.51812008861073,-34.40391943385966,135.87861898126647,22.93324912692818,0.9883520912173784,0.975290522820778,1.0840877035517376,0.883209783956849,0.9254109544539016,19968.04282056571,1.406509,1,1,1,1
2007-07-04,64.31376741016102,47.0842182151713,44.35465891643609,-6.012176560121812,264.4093423291989,23.992796171014813,0.9669477561306582,0.9270290747229852,1.0176081626588078,0.8494255079935285,0.9337419823691112,20708.85991642393,1.449542,1,1,1,1
2007-07-05,68.86012057175192,52.71162168501604,44.13323511741363,-9.146968139773904,287.200938406036,26.05987684977077,0.9361961179142568,0.9232121787011544,1.0038996394672943,0.824096896451194,0.9256923837784372,21241.737054407426,1.471805,1,1,1,1
2007-07-06,71.15357802396804,60.565542550698936,45.31419107845981,-2.77583391649178,218.6679619081248,28.23412342942252,0.9407743285664458,0.8889895991479912,0.9887029887029888,0.8238472433509941,0.8898348579536878,21522.09210999472,1.491613,0,1,0,1
2007-07-09,74.81728194679805,65.79733063016913,47.24430903296499,-0.0,198.21652242074487,30.81439052255548,0.9047406481564148,0.8982482626939899,0.9469958124146866,0.7930545163703914,0.8297648297648298,21900.37078800575,1.537731,0,0,0,0
2007-07-10,72.8704873028991,70.87541432955109,50.00486561080344,-7.166182873730074,151.90025204370227,33.2816420680516,0.9190964722822174,0.8953296825608832,0.9340866290018832,0.8024518206846397,0.8251434563514024,21844.63841771073,1.603897,0,0,0,0
2007-07-11,67.33015430760946,75.40916918521648,53.40002548644837,-20.083454281567526,102.67160987121254,34.82119736775399,0.9955023176832348,0.915691403919409,0.9364937808026284,0.8133759138536251,0.8511412800238699,21641.4062704513,1.625786,0,1,0,1
2007-07-12,61.33866621905769,78.1383613304965,57.027606535421135,-36.23693379790944,62.32365121000949,34.727402678624784,1.0646798755526443,0.9493779086332984,0.936438833260775,0.8249463067177772,0.85927831893647,21237.582051370628,1.580298,1,1,1,1
2007-07-13,63.36823012160679,80.68905643362339,60.954648023865744,-26.81092976343298,55.82622568570886,34.64030761014767,1.0753563218390805,0.935163996948894,0.9592629912192312,0.8305225621363648,0.8406856868856388,21409.4875749458,1.509002,1,1,1,1
2007-07-16,57.726902632263645,81.38829483814705,65.22542471861622,-43.48065285164131,23.87028076897229,33.5840020271769,1.1529439361951677,0.940423162583519,1.0120270303237295,0.8205964711959327,0.8933283776249767,21169.181270962294,1.580504,1,1,1,1
2007-07-17,60.7645724924987,81.85784504304044,69.45168542411302,-29.70841738492576,21.50636616936477,32.07129328456842,1.1179861733158778,0.9417025886909016,0.9679083094555876,0.8151437003163801,0.8669137869185699,21357.821240553563,1.606658,1,1,1,1
2007-07-18,58.4396027224523,78.76384905518685,72.61964850811458,-36.95213643865763,31.070870054515435,31.25566802810342,1.0640185547974508,1.0257004374039482,0.9279078585647929,0.8456763698630136,0.8859206430751564,21263.929058664584,1.600144,1,1,1,1
2007-07-19,62.102810122014375,77.62504317478395,75.11099065709136,-20.535026943802954,49.92572674491791,30.49830171852877,0.98041918876419,1.043468292906598,0.930879231110178,0.8342497225018716,0.8869601035659644,21489.349254104323,1.561047,1,1,0,1
2007-07-20,64.04857821033929,76.87831409134347,76.74226781115581,-10.2431247508968,97.48190000978376,30.42380214172969,0.9776088052428163,1.067138131629976,0.87796799820969,0.8260281316212696,0.8689134224288204,21589.40612894587,1.589064,1,0,0,0
2007-07-23,64.86244846053815,76.32630133725817,77.79516488186472,-5.5201275408529495,111.20954317819591,30.737500587525545,0.9121576145703738,1.0999216739398008,0.8935662698500343,0.812840457067572,0.8606891016453591,21639.802511950948,1.554497,1,0,0,0
2007-07-24,66.07671776268693,77.04291962463117,78.41191541137273,-0.0,109.37730675946456,31.096971579547112,0.9405086469989828,1.0835670718133652,0.892964188184099,0.8116066685218448,0.8389579295405312,21786.89852111025,1.551435,0,0,0,0
2007-07-25,68.17424834245716,78.27282193901547,78.69828068675263,-7.784431137724561,168.02231441099642,32.26476954146828,0.9256972882668134,1.0405866678411768,0.868932778781874,0.8185467882632832,0.8264669163545567,22046.41145839866,1.52477,0,0,0,0
2007-07-26,63.79666894783751,79.42246687589983,78.82669124129295,-24.740484429065724,129.67346044269084,33.61025185625309,0.9957504102326756,1.0166409792490338,0.8829998674970185,0.8601520470790291,0.8313787105100723,21846.821561710127,1.537149,0,0,0,0
2007-07-27,57.92394656581571,77.921301787727,78.54991577670332,-41.8225806451613,12.519970951343266,33.2727690222012,1.029982138300587,1.0581093984449597,0.9108059432687978,0.8884951140065146,0.8396323951751867,21515.30200728465,1.403226,1,0,0,1
2007-07-30,57.00335492096671,77.60528874743535,78.17161516763214,-46.64078325455772,-6.464745727020491,32.42319860462811,1.0644845372042917,1.0198153004218449,0.9095723197056051,0.9614399957771383,0.8208454099348581,21456.63887641796,1.396777,1,0,0,1
2007-07-31,62.89973999296681,78.5712405103778,77.84295471436587,-20.048899755501207,78.05386990311912,32.3517473809462,1.0270930352892478,1.0131059875515036,0.8815900213642935,0.934500893284014,0.7974877955131369,22144.89851096241,1.487675,0,0,0,0
2007-08-01,57.64427121123346,77.36369522163389,77.70293933101058,-49.02758932609681,73.68644833487463,32.90277216859496,1.085586353944563,0.9904736991258476,0.969928678426901,0.9741959026221134,0.8008582237027836,21677.314192257545,1.386332,0,0,0,1
2007-08-02,60.67248671567139,76.50823145468631,77.59125815900082,-29.08966461327857,79.64579299838122,33.41443804284024,1.016680002461993,0.98954674694765,0.9994071276432226,0.9178022873735958,0.7803053225140971,22046.080133867006,1.400523,0,0,0,0
2007-08-03,62.032371024687606,75.59323295555741,77.46275004542221,-19.39310974218571,120.584507285897,34.18141858046568,0.9556507572557774,0.9907750209658616,1.011591194152502,0.9344538660896258,0.7720201636945092,22281.74115081616,1.397296,0,0,0,0
2007-08-06,56.8562500507572,71.78065524648962,77.00818543634534,-43.64590463153089,6.214368025230567,33.68212317362122,0.9648415928660544,0.9979596833428548,1.094581653787052,0.9656922399730716,0.7868415943194742,22046.630562580864,1.441903,0,0,0,0
2007-08-07,52.26952956594525,64.99306683672462,75.8032001575547,-67.87588409764999,-86.45338200685323,31.93361392970463,1.0460082594890738,1.0400519774484942,1.107304533770104,1.0475887146004197,0.8119677529238107,21561.76196168877,1.463031,0,0,1,1
2007-08-08,56.68543793458144,61.89288800205994,74.16520676385915,-38.78621948437142,-26.060848678942968,30.385101462008084,0.9652144410960544,1.0546441295882012,1.059414376036949,0.9649528553638144,0.80438946965136,22051.252870779685,1.486239,0,0,0,0
2007-08-09,55.42388983118355,59.80841488439157,72.20380156470833,-45.58521560574945,-48.68512700616231,28.947197027718435,1.020782022837835,1.0519009106540151,1.041248198393997,0.9520858408666034,0.8267656737828031,21921.293438731005,1.464554,0,0,0,0
2007-08-10,51.153275035320334,57.009153441720855,70.11258673010772,-69.81519507186854,-156.04531366891092,27.079526268176267,1.0840223606181052,1.0204677734584735,1.0753199944549698,0.9774627697698496,0.8249297309699993,21561.85667789001,1.480128,0,0,1,1
2007-08-13,48.32956807350955,52.94633238319305,67.64669109368349,-87.2689938398357,-158.96564462504648,25.761370511015333,1.0598976405274114,1.050950163744514,1.0336746250028892,1.0187853763911294,0.8218841427735518,21340.40412314548,1.475777,0,1,1,1
2007-08-14,45.67553564975647,45.56087865988884,64.3456549086346,-93.9034369885434,-196.76593757665503,25.44456401072798,0.9954857118521356,1.1232589753303768,1.0998857904254309,1.0506074007725466,0.8354119934200687,21093.600349560573,1.501411,0,1,1,1
2007-08-15,42.15566658157481,41.093779086411,60.71866329511231,-93.69858506087527,-214.35647706544853,25.95691656105681,1.0995383277204094,1.1150715883153113,1.1293497713263072,1.1131239820556047,0.8932208140005604,20421.205818310573,1.503128,1,1,1,1
2007-08-16,42.514369738939465,34.9000358284463,56.55784373248831,-91.02709719292552,-161.22517482517472,26.485228840791443,1.0630579504529083,1.1293518893843175,1.1631770372554802,1.0897275822928492,0.9006770606869992,20483.683184565714,1.283294,1,1,1,1
2007-08-17,44.50461056887541,28.49438493344534,51.8479589302771,-83.44961869219537,-104.40068725853727,26.396579885976063,0.9972809214892844,1.1227050587769118,1.1865370012003036,1.142554082344731,0.8950252563906322,20825.71452497073,1.250935,1,1,1,1
2007-08-20,45.93900567486264,25.06569290430572,47.17646269605872,-77.93282492292715,-62.55834688204747,25.19689374700987,0.9796885873347252,1.0624089733278266,1.170815779394868,1.1641599105395584,0.8521869382863989,21044.605457210084,1.092811,1,1,1,1
2007-08-21,43.08431597408669,22.71649728032091,42.94880574041834,-91.36784033749798,-89.46183752813583,24.848460296856363,0.9869823558760829,1.026772967868046,1.2154106150040414,1.165097192224622,0.8600024560972614,20724.926058685927,1.095223,1,1,1,1
2007-08-22,46.23984858124955,18.66391689223364,38.62590862943572,-79.3120233652442,-66.99770480225975,24.524914950285247,0.8958622484385843,1.050747032119184,1.2293910271888733,1.1605330309044513,0.8135034023625063,20985.060331575547,1.097995,1,1,1,1
2007-08-23,50.38265886726981,17.06909853836304,34.35197699483287,-61.53339914445541,3.637123200041898,22.823304106149347,0.8848689122597436,1.0296393387171792,1.1655102664816428,1.157657021877205,0.7279088139036226,21411.45894307494,1.120578,1,1,1,1
2007-08-24,49.73743562347613,17.61758086226592,30.41281973688737,-64.33037183283973,12.167913955571644,21.24323689373744,0.9292145908642786,1.010149201943095,1.1157711816644749,1.1643750704384086,0.74946515674473,21353.92686760324,1.117842,1,1,1,1
2007-08-27,50.40598666601679,20.19114033180395,27.137300531748465,-61.53339914445541,31.00413954344944,19.945656390053504,0.9565815760266372,0.976969118667592,1.102376556913514,1.1772066662925762,0.7447128622931274,21413.76717178575,1.115121,1,1,1,1
2007-08-28,52.083221761563166,24.127387288308835,24.99395139459046,-54.54096742349456,52.35871257376672,18.74076020806128,0.9268172668306864,0.9038046187074265,1.1620250829952048,1.1581283217357954,0.753139935534067,21521.804907634803,1.10363,1,1,1,1
2007-08-29,51.71501839022905,27.90330041762769,23.67490352771213,-55.93945376768672,59.96076110990047,17.531638168659136,0.9863051470588234,0.8780581121006653,1.085465481641081,1.132018293018899,0.7441899116367968,21500.638240968136,1.100231,1,1,1,1
2007-08-30,55.21260177645944,32.87965278252735,23.47286522312024,-41.26357354392892,128.4419131158694,17.436537721680327,1.012427804121626,0.8494429882044562,1.0781700133293202,1.1029613861119345,0.7282146362744029,21815.110666072007,1.107357,1,1,1,1
2007-08-31,55.37662239392005,38.7469964964273,24.49812637941844,-24.77618155319593,138.84420613643144,17.558542841110103,0.993401026506988,0.8603245436105477,1.080760346690966,1.0967059694390102,0.7689271421522943,21832.41600765554,1.069987,1,1,1,1
2007-09-03,54.54532389990102,43.70871538264048,26.36242862725191,-28.315636060795324,113.63665852129006,17.743770189231636,0.9971888350266728,0.8965402459067551,1.0138782283995436,1.0938827868195302,0.7627924987553243,21793.32315051269,1.073778,1,1,1,1
2007-09-04,55.937847705167776,50.72182671183062,29.16296157040288,-21.23672704559654,116.17761789725331,17.99125988946284,1.027098391102956,0.8752349772943289,0.9677486130661588,1.0778938548948762,0.7854105693301673,21907.208042599017,1.066751,1,1,1,0
2007-09-05,57.9708698815878,57.591192696075225,33.05568915078704,-10.61836352279824,138.0054867156995,18.731688816621045,0.9953854860476252,0.8736820679829025,1.024820188749844,1.0363060302290552,0.7572616348126552,22129.697404301147,1.065673,1,1,1,0
2007-09-06,61.691979862457046,63.74453261052077,37.723232558002806,-0.0,140.58455454756967,19.814685593248992,0.989359708485164,0.903674877637808,1.009262904863543,0.980550068378666,0.727320003120206,22519.90573763448,1.100839,0,0,0,0
2007-09-07,59.385919132179566,69.09239744290196,42.87071421606642,-10.851723509027888,124.30579155244416,20.9477780596984,1.003584229390681,0.9244288224956064,0.9634716419145328,1.0241540944135652,0.7397833514315226,22400.90573763448,1.099908,0,0,1,0
2007-09-10,60.9234867777777,74.43777887983883,48.29537807086991,-8.079584775086532,126.83594487445735,22.221981873532663,0.984070796460177,0.9380530973451328,0.9412477539592996,1.0422591829556302,0.7468212318216235,22587.05828000736,1.087045,0,0,0,0
2007-09-11,60.92348677777771,78.28126453739435,53.71076579577846,-16.10611084793935,129.57779201486926,23.791460900270984,0.9894736842105264,0.9712230215827338,0.8952337852014893,1.0074309714938987,0.7739208066379581,22587.05828000736,1.042399,0,0,0,0
2007-09-12,58.47076022646535,81.59351087737161,59.07978684175284,-22.816990367914087,83.4052767795287,24.74812154453656,1.021276595744681,1.0,0.8643525202435504,0.9810327979754956,0.787515260894952,22460.174946674026,1.039179,0,0,0,0
2007-09-13,58.643957126063896,83.37880365642661,64.12970192914277,-23.41064575337895,58.73524080567845,25.281844049057707,1.0434996112452428,1.036134068953486,0.8502962097451982,1.000752369965391,0.7857409083648368,22470.645215866447,1.034501,0,0,0,0
2007-09-14,59.544633924746215,83.87077188683381,68.64207946818343,-19.856499249123942,69.79653642612496,25.958224644344813,1.0207612456747404,1.0228420396673614,0.856001130194353,0.977233099187964,0.78689221127546,22531.96635294492,1.019168,0,0,0,0
2007-09-17,53.2157223285183,82.87286778058228,72.5584947079776,-38.29467712331052,-1.7483501027801482,24.813781709028827,1.0657193605683837,1.0325089574412305,0.8852324315441342,1.0458317177200465,0.7861045421185681,22204.34890328049,1.040545,1,1,1,0
2007-09-19,51.02023031659327,80.22042108215688,75.50835414501023,-47.761194029850735,-64.77214349258828,23.135941010233665,1.0676156583629894,1.0768435948696062,0.8524232699744919,1.04153718665838,0.8206718918769214,22001.36644714014,1.043715,1,1,1,0
2007-09-20,49.51254441559993,74.32031971817374,77.18126684722009,-69.61937716262972,-99.9158674070335,21.634007054082023,1.0451836105206118,1.0888710968775022,0.8767335934148981,1.0360638712190058,0.8361924919238052,21883.46863201409,1.042512,1,1,1,0
2007-09-21,53.62700286478584,69.16822846342089,77.72363643251009,-51.52091254752848,-70.08683820881194,20.23935409479836,1.0076626815373506,1.0879535806472258,0.9169736815322924,1.01981788966256,0.803950750913273,22113.05760316548,1.041663,1,1,1,0
2007-09-26,54.98094257994156,65.71786843498823,77.38618353171871,-45.35532379335434,-41.46446766255087,19.02480608281972,1.018803418803419,1.0669077757685352,0.9236267481975748,1.0139595498859677,0.8191975076542943,22189.919380432235,1.036323,1,1,0,0
2007-09-27,56.506055517956085,62.814936783949726,76.22389932212981,-37.10890128547171,25.43818392750736,18.640260097983845,0.9595959595959596,1.0733452593917712,0.9273936224962432,1.0083331260416408,0.8058594474318562,22280.664208018443,1.036088,1,1,0,0
2007-09-28,56.506055517956085,60.71465774019649,74.46723864241002,-37.10890128547171,21.619856756813,18.28318168349339,0.9427609427609428,1.0638297872340423,0.9144883646796302,1.013697270471464,0.8022847560656081,22280.664208018443,1.037538,1,1,0,0
2007-09-29,58.07961672957595,59.70269500007121,72.27815705467998,-32.93661776916684,35.7602051691066,18.003106014040718,0.9325265350659656,1.040564373897707,0.9236144772984328,1.0628154245675927,0.7966668381256107,22317.68461618171,1.043809,0,1,0,0
2007-10-01,56.72624846056631,57.582710290830406,69.69854771812035,-44.610492845786986,53.3093756947941,18.28718065713385,0.969542540908548,1.027826656299873,0.9466448836467964,1.119270116073185,0.8111548796076488,22278.103447606896,1.037688,0,1,0,0
2007-10-02,60.40996563461199,57.676468323850905,67.07911736182207,-18.91891891891889,111.35067531563936,18.91430956395751,0.9618573797678276,1.018803418803419,0.9256198347107438,1.12366082152294,0.8041062925605448,22649.757068660365,1.050334,0,0,0,0
2007-10-03,62.19193465882857,60.84073365149417,64.87590394891325,-6.652023846877955,164.01877179541924,19.91697990667356,0.9882352941176472,0.9693877551020408,0.9305530942957844,1.1781202809271556,0.7792227545820974,22851.478380135773,1.06104,0,0,0,0
2007-10-04,57.809552408126784,62.81798264343436,63.135660105041,-27.988704110448744,100.17431563681018,20.160066337598067,1.0103092783505154,0.9589041095890412,0.977469670710572,1.1838124422394087,0.7925099397204052,22652.846122071256,1.081134,0,1,0,0
2007-10-05,52.23692357639771,63.91233328721536,62.09486146194515,-58.675870724819625,16.743274032087704,18.91929573500574,1.051168195211022,0.9559098674042138,0.992258116817316,1.178324730056607,0.82458393535613,22191.20116687064,1.083512,1,1,0,0
2007-10-08,54.06235511935169,64.3985946078609,61.61789807638915,-46.65829934107312,6.719706192180589,17.767151604027145,1.0163271086653043,0.9630054374691052,1.03182471119024,1.130866896911571,0.8121620898238853,22289.913786342528,1.084724,1,1,0,0
2007-10-09,54.86825652248663,64.80171405967829,61.52628263885816,-41.32412927518047,-5.474769623321987,16.8671927447005,1.039182282793867,0.9797297297297296,1.0332749562171628,1.1426116416664622,0.8266218343874255,22330.090057528967,1.078944,1,1,0,0
2007-10-11,55.88420259023091,65.04539364539521,61.74932832500271,-34.67210542830251,48.76665817842383,15.976417053852447,1.0446607330465636,0.980826971760504,1.0628985869701135,1.1029618486275865,0.7988566589032394,22407.17256891736,1.080118,1,0,0,0
2007-10-12,49.12025276623368,61.42336880688872,61.82019943167192,-73.32914967053657,-100.78699473523908,15.656301268369962,1.0431778929188256,1.005128205128205,1.1090573012939002,1.168651245101757,0.8325187357445423,22007.8142784668,1.109703,1,1,0,0
2007-10-15,49.99927971123137,57.917532623341,61.6416831939989,-67.9949796046439,-146.5096822789416,15.672944198284643,0.9931422825540472,1.0240549828178696,1.1132075471698113,1.1302768725590189,0.8475130714572999,22036.831822326447,1.109593,1,1,0,0
2007-10-16,55.82171033262647,59.44478837167871,61.82789100208373,-29.33793536240986,15.758574083459852,14.831388218676834,0.988294182563456,0.9899495506857954,1.0833998317769102,1.132723878811085,0.8401486988847585,22662.75549521024,1.121564,1,0,0,0
2007-10-17,57.44337013152234,59.60464386570427,62.02070855626906,-17.32036397866326,108.21787091110384,14.686728427314463,0.9721767594108018,1.0099337748344368,1.0729186521803589,1.1481191779847828,0.8295008844112896,22853.321421772067,1.117183,1,0,0,0
2007-10-18,57.44337013152234,58.53780985252574,61.79041617637222,-17.32036397866326,109.93458508813056,14.673833128978815,0.972383498854087,1.0490693739424704,1.0187774670395524,1.1631590211885567,0.8228474697991741,22853.321421772067,1.112981,1,0,0,0
